title,description,url,img_url,publication_date,publisher
Xiaomi SU7 ilk kazasını Mercedes-Benz ile yaptı,"Çin'de yollara çıkmaya başlayan Xiaomi SU7, Mercedes marka bir otomobille çarpışarak ilk kazasını yaptı. İşte kaza sonrası son durum.",https://www.ensonhaber.com/otomobil/xiaomi-su7-ilk-kazasini-mercedes-benz-ile-yapti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/661a1a796bbcc461.jpg,2024-04-13 08:42:23+03:00,ensonhaber
Survivor All Star'da eleme heyecanı: Bir kişi daha gitti...,Survivor All Star'ın dün akşamki bölümünde eleme düellosunun final etabında Hakan ve Yasin karşı karşıya geldi. Programa veda eden isim Hakan oldu.,https://www.ensonhaber.com/medya/survivor-all-starda-eleme-heyecani-bir-kisi-daha-gitti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/661a1a4acf752636.jpg,2024-04-13 08:38:22+03:00,ensonhaber
"Aston Martin, içten yanmalı motorlu araçlar üretmeye devam edecek","Aston Martin, izin verildiği sürece içten yanmalı otomobil üretmeye devam edeceklerini duyurdu.",https://www.ensonhaber.com/otomobil/aston-martin-icten-yanmali-motorlu-araclar-uretmeye-devam-edecek,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/661a197b105b4879.jpg,2024-04-13 08:37:32+03:00,ensonhaber
Türkiye'de satılan her 10 araçtan 9'u otomatik vites,"Türkiye otomotiv pazarında, ocak-mart döneminde otomatik vites otomobillerin pazar payı yüzde 89,3'e ulaştı.",https://www.ensonhaber.com/otomobil/turkiyede-satilan-her-10-aractan-9u-otomatik-vites,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/661a181eb2b97512.jpg,2024-04-13 08:31:39+03:00,ensonhaber
81 ilde Çember operasyonu! Ali Yerlikaya 2 bin 756 firarinin yakalandığını açıkladı,81 ilde son 4 gündür “Aranan Şahıslara Yönelik” devam eden “Çember-17” operasyonlarında arama kaydı bulunan 2 bin 756 firari yakalanarak adalete teslim edildi.,https://www.ensonhaber.com/gundem/81-ilde-cember-operasyonu-ali-yerlikaya-2-bin-756-firarinin-yakalandigini-acikladi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/661a12fa8c07c647.jpg,2024-04-13 08:14:32+03:00,ensonhaber
Türkiye'nin yaptırım kararı İsrailli iş adamlarında panik yarattı,"Türkiye'nin İsrail'e karşı 54 üründe ihracat kısıtlaması kararı İsrailli iş adamlarını panikletti. Kısıtlamaların emlak ve kira fiyatlarında artışa yol açacağı belirtilerek, Şirketler, Türkiye'nin yaptırımlarından gerçekten korkuyor denildi.",https://www.ensonhaber.com/dunya/turkiyenin-yaptirim-karari-israilli-is-adamlarinda-panik-yaratti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/6619eee3ebbaa765.jpg,2024-04-13 05:19:01+03:00,ensonhaber
Denizli'de babasını bıçaklayan genç ölü olarak bulundu,"Denizli’nin Merkezefendi ilçesindeki aralarında çıkan tartışma sonucu babasını bıçakla yaralayan genç, ormanlık alanda ölü olarak bulundu.",https://www.ensonhaber.com/3-sayfa/denizlide-babasini-bicaklayan-genc-olu-olarak-bulundu,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/6619d525ad2be968.jpg,2024-04-13 03:44:46+03:00,ensonhaber
THY uçağında bomba ihbarı: Bükreş'e zorunlu iniş yapıldı,"Bomba tehdidi nedeniyle Türk Hava Yollarına ait Varşova-İstanbul uçuşunu gerçekleştiren yolcu uçağı, Romanya'nın başkenti Bükreş'e zorunlu iniş gerçekleştirdi.",https://www.ensonhaber.com/dunya/thy-ucaginda-bomba-ihbari-bukrese-zorunlu-inis-yapildi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/6619c5b287f0a832.jpg,2024-04-13 02:37:59+03:00,ensonhaber
"Antalya'da teleferik kazası: 1 ölü, 10 yaralı","Antalya'da bir teleferik direğinin devrilmesi sonucunda, direğe çarpan kabinin parçalanması nedeniyle meydana gelen kazada bir kişi yaşamını yitirdi, 2'si çocuk 10 kişi yaralandı. Kurtarma çalışmaları neticesinde mahsur kalan 184 kişiden 98'i tahliye edildi.",https://www.ensonhaber.com/gundem/antalyada-teleferik-kazasi-1-olu-10-yarali,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/6619e850aabc3626.jpg,2024-04-13 01:21:52+03:00,ensonhaber
"Rusya, kıtalararası balistik füzesini test etti","Rusya Savunma Bakanlığı, Kapustin Yar Test Sahasında mobil kara tabanlı füze sisteminin kıtalararası balistik füzesinin başarıyla test edildiğini açıkladı.",https://www.ensonhaber.com/dunya/rusya-kitalararasi-balistik-fuzesini-test-etti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/6619ad4f89fb8252.jpg,2024-04-13 00:53:37+03:00,ensonhaber
Avrupa Ligi'nde play-in ve play-off eşleşmeleri belirlendi,Avrupa Ligi'nde son hafta maçlarının sona ermesiyle birlikte play-in ve play-off eşleşmeleri belli oldu.,https://www.ensonhaber.com/kralspor/basketbol/avrupa-liginde-play-in-ve-play-off-eslesmeleri-belirlendi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/6619aa370a36a466.jpg,2024-04-13 00:41:39+03:00,ensonhaber
Bülent Uygun: Çok zor maçlarımız var,"Sivasspor Teknik Direktörü Bülent Uygun, deplasmanda Trabzonspor'u 1-0 yendikleri maçın ardından yaptığı açıklamalarda, Gerçekçi konuşmamız lazım; çok zor maçlarımız var. Fenerbahçe, Galatasaray, Konyaspor... dedi.",https://www.ensonhaber.com/kralspor/futbol/bulent-uygun-cok-zor-maclarimiz-var,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/6619a7a064e50957.jpg,2024-04-13 00:33:48+03:00,ensonhaber
Abdullah Avcı: Çok yumuşak bir takımız,"Trabzonspor Teknik Direktörü Abdullah Avcı kaybettikleri Sivasspor maçının ardından yaptığı açıklamalarda, Kaybettik. Yumuşak bir takımız, daha sert olmamız gerekiyor. dedi.",https://www.ensonhaber.com/kralspor/futbol/abdullah-avci-cok-yumusak-bir-takimiz,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/13/6619a66ed1dff608.jpg,2024-04-13 00:24:25+03:00,ensonhaber
Joe Biden: İran'ın İsrail'e er ya da geç saldırmasını bekliyoruz,"ABD Başkanı Joe Biden, 1 Nisan'da Suriye'de bulunan büyükelçilik yerleşkesindeki konsolosluk binasına saldırı düzenleyen İsrail'e karşı İran'ın her an misilleme yapabileceğini açıkladı.",https://www.ensonhaber.com/dunya/joe-biden-iranin-israile-er-ya-da-gec-saldirmasini-bekliyoruz,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66199b63c3f47717.jpg,2024-04-12 23:43:10+03:00,ensonhaber
"Vakıfbank, Türk Hava Yolları'nı yenerek sezonu 3. bitirdi","Sultanlar Ligi 3.'lük karşılaşmasında Vakıfbank, Türk Hava Yollarını 3-0 yendi.",https://www.ensonhaber.com/kralspor/voleybol/vakifbank-turk-hava-yollarini-yenerek-sezonu-3-bitirdi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66199491dfede234.jpg,2024-04-12 23:09:10+03:00,ensonhaber
"Fenerbahçe, ÇBK Mersin'i yenerek finale yükseldi","Fenerbahçe, Basketbol FIBA Kadınlar Avrupa Ligi Dörtlü Final'de ÇBK Mersin'i 89-80 mağlup etti. Bu galibiyetle sarı-lacivertliler üst üste üçüncü kez finale çıkmış oldu.",https://www.ensonhaber.com/kralspor/basketbol/fenerbahce-cbk-mersini-yenerek-finale-yukseldi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6619924e3ab44150.jpg,2024-04-12 22:58:55+03:00,ensonhaber
Trabzonspor sahasında 3 puanı kaptırdı: Sivasspor'a yenildi,"Süper Lig'de 32. hafta karşılaşmasında sahasında Sivasspor'u ağırlayan Trabzonspor, rakibine 1-0 mağlup oldu.",https://www.ensonhaber.com/kralspor/futbol/trabzonspor-sahasinda-3-puani-kaptirdi-sivasspora-yenildi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66198c2c43f8f770.jpg,2024-04-12 22:32:38+03:00,ensonhaber
Diyarbakır’da otomobil ile kamyonet çarpıştı: 3'ü çocuk 13 yaralı,Diyarbakır’ın Bismil ilçesinde kamyonet ile otomobilin çarpıştığı kazada 3’ü çocuk 13 yaralandı.,https://www.ensonhaber.com/ic-haber/diyarbakirda-otomobil-ile-kamyonet-carpisti-3u-cocuk-13-yarali,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66198818ea83c484.jpg,2024-04-12 22:16:11+03:00,ensonhaber
Yunan adalarına Türk turist akını: 20 bin kişi gitti,Ramazan Bayramı ile 9 günlük tatil sürecini Yunan adalarında geçirmek isteyenlerden adalara büyük ilgi var. Yetkililer bayram süresince 20 bin kişinin Yunan adalarına geçtiğini ifade ettiler.,https://www.ensonhaber.com/gundem/yunan-adalarina-turk-turist-akini-20-bin-kisi-gitti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6619722f82f6d933.jpg,2024-04-12 20:40:39+03:00,ensonhaber
Şırnak'ta 2 gün 2 gecelik aşiret düğününde 2 milyon liralık takı,"Uludere ilçesinde Goyan aşiretine mensup Semih Altürk ile Jiyan Altürk dünya evine girerken, yaklaşık 5 bin kişinin katıldığı, 2 gün 2 gece süren düğünde gelinle damada 2 milyon liralık altın ve para takıldı.",https://www.ensonhaber.com/ic-haber/sirnakta-2-gun-2-gecelik-asiret-dugununde-2-milyon-liralik-taki,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6619205067383978.jpg,2024-04-12 19:47:14+03:00,ensonhaber
YSK duyurdu! 20 ilçe ve 1 beldedeki seçim itirazı reddedildi,"Yüksek Seçim Kurulu, 20 ilçe ve 1 beldede seçimin iptali, oyların yeniden sayımı ve mazbatanın iptaline yönelik başvuruları reddetti.",https://www.ensonhaber.com/gundem/ysk-duyurdu-20-ilce-ve-1-beldedeki-secim-itirazi-reddedildi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661962f6bf035356.jpg,2024-04-12 19:36:18+03:00,ensonhaber
Çankırı'da boşanma aşamasındaki eşini pompalı tüfekle öldürdü,"Yapraklı ilçesinde bir şahıs, boşanma aşamasındaki eşini pompalı tüfekle öldürdü. Olayla ilgili polis ekipleri tarafından başlatılan geniş çaplı soruşturma devam ediyor.",https://www.ensonhaber.com/3-sayfa/cankirida-bosanma-asamasindaki-esini-pompali-tufekle-oldurdu,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6619611b98abc792.jpg,2024-04-12 19:28:17+03:00,ensonhaber
Tayvan görevi tamam! Türk İHA ekibi Türkiye'ye doğru yola çıktı,Tayvan’da meydana gelen 7.2 şiddetindeki depremin ardından Tayvan’a yardıma gelen Türk İHA ekibi çalışmalarını tamamlayarak Türkiye’ye dönmek üzere yola çıktı.,https://www.ensonhaber.com/gundem/tayvan-gorevi-tamam-turk-iha-ekibi-turkiyeye-dogru-yola-cikti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661957097c6c6917.jpg,2024-04-12 19:18:02+03:00,ensonhaber
Sakarya'da yazlık sitedeki dairede 2 ceset bulundu,"Yazlık sitedeki daireden gelen kötü koku ve camlardaki sineklerden şüphelenenlerin ihbarı üzerine polis ekipleri, 2 çürümüş ceset ile karşılaştı.",https://www.ensonhaber.com/3-sayfa/sakaryada-yazlik-sitedeki-dairede-2-ceset-bulundu,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661944a81f1d1523.jpg,2024-04-12 19:00:35+03:00,ensonhaber
Üsküdar vapurunda yolcular arasında biber gazlı kavga: Ortalık karıştı,Eminönü-Üsküdar seferini yapan vapurda çıkan kavgada bir yolcu tartıştığı kişiye biber gazı sıktı. Biber gazından vapurdaki yolcular da etkilendi.,https://www.ensonhaber.com/3-sayfa/uskudar-vapurunda-yolcular-arasinda-biber-gazli-kavga-ortalik-karisti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661951f305894625.jpg,2024-04-12 18:28:11+03:00,ensonhaber
"Peynir ve yoğurttan önce o vardı! Kalsiyum fışkırıyor, yiyen 100 yaşını garantiliyor...",Halk arasında Peygamber darısı olarak da bilinen süt ve yoğurttan daha fazla kalsiyuma sahip olan kefir mucizevi besin olarak geçiyor.,https://www.ensonhaber.com/bilgi/peynir-ve-yogurttan-once-o-vardi-kalsiyum-fiskiriyor-yiyen-100-yasini-garantiliyor,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661910f90cb6b622.jpg,2024-04-12 18:03:35+03:00,ensonhaber
Balıkesir'den İzmir'e çalıntı araçla gelen 2 çocuk yakalandı,"Balıkesir'de 16 ve 13 yaşlarında iki çocuk, belediyeye ait kamyoneti çalarak İzmir'e doğru 180 kilometre yol aldıktan sonra polis tarafından yakalandı.",https://www.ensonhaber.com/3-sayfa/balikesirden-izmire-calinti-aracla-gelen-2-cocuk-yakalandi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661949c73bafd932.jpg,2024-04-12 17:58:25+03:00,ensonhaber
"ABD füze gemisi, İsrail açıklarına demirledi",Tahran ile Tel Aviv arasında gerilimin arttığı bir dönemde ABD savaş gemisi İsrail açıklarında konuşlandırıldı.,https://www.ensonhaber.com/dunya/abd-fuze-gemisi-israil-aciklarina-demirledi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6619475d7743f532.jpg,2024-04-12 17:42:53+03:00,ensonhaber
"Güney Kore ve ABD, yapay zeka için güçlerini birleştirdi","Güney Kore Dışişleri Bakanlığı, ABD ile ortak yapay zeka (AI) çalışma grubu kurduklarını açıkladı.",https://www.ensonhaber.com/teknoloji/guney-kore-ve-abd-yapay-zeka-icin-guclerini-birlestirdi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66193fc19ace3317.jpg,2024-04-12 17:28:25+03:00,ensonhaber
Sivas'ta yakıt kaçağını çakmakla kontrol etti! Motosiklet kullanılmaz hale geldi,"İki gün önce Sivas'ta bir adam, arkadaşının motosikletindeki yakıt kaçağını çakmakla kontrol etmek hatasına düştü. Çakmaktan çıkan alev, motosikleti yaktı ve çevre için tehlike oluşturdu.",https://www.ensonhaber.com/3-sayfa/sivasta-yakit-kacagini-cakmakla-kontrol-etti-motosiklet-kullanilmaz-hale-geldi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661940e88ed1b471.jpg,2024-04-12 17:24:16+03:00,ensonhaber
Avrupa Birliği'nden Mısır'a kredi: 5 milyar euro verecekler,"AB Konseyi, Kahire'ye kredi şeklinde mali destek sağlayacak. Kredinin hangi şartlar altında aktarılacağı açıklandı.",https://www.ensonhaber.com/dunya/avrupa-birliginden-misira-kredi-5-milyar-euro-verecekler,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661941758592c350.jpg,2024-04-12 17:20:01+03:00,ensonhaber
Kars'ta karın erimesiyle birlikte doğa canlandı,"Bahar geldi, hava sıcaklıkları yükselmeye başladı. Kışın kar altında kalan doğu bölgesinde ise karların erimesiyle birlikte tabiat yavaş yavaş canlanıyor.",https://www.ensonhaber.com/yasam/karsta-karin-erimesiyle-birlikte-doga-canlandi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66193c65c968f426.jpg,2024-04-12 17:03:32+03:00,ensonhaber
İzmir ve Muğla sahillerinde bayram yoğunluğu! Akın ettiler,"Türkiye'nin gözde turizm merkezlerinde güneşli havayı değerlendirmek isteyenler, Ramazan Bayramı'nın üçüncü gününde sahillerde yoğunluk oluşturdu.",https://www.ensonhaber.com/gundem/izmir-ve-mugla-sahillerinde-bayram-yogunlugu-akin-ettiler,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66193e597690c201.jpg,2024-04-12 17:02:35+03:00,ensonhaber
Manisa'da sezonun ilk kiraz hasadı yapıldı! Kilosu 2 bin liradan satıldı,"Bahar geldi, erkenci meyveler ilk hasatları yapılarak tezgahlardaki yerini almaya başladı.",https://www.ensonhaber.com/ekonomi/manisada-sezonun-ilk-kiraz-hasadi-yapildi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66190857352b2378.jpg,2024-04-12 16:53:41+03:00,ensonhaber
"YSK, İyi Parti'nin Ordu itirazını reddetti","İyi Parti’nin Ordu Büyükşehir Belediyesi seçimi için Yüksek Seçim Kurulu’na yaptığı olağanüstü itiraz reddedildi. Ordu’daki belediye başkanlığı seçimini AK Parti adayı Mehmet Hilmi Güler yüzde 40,07 puanla birinci sırada tamamlamıştı.",https://www.ensonhaber.com/gundem/ysk-iyi-partinin-ordu-itirazini-reddetti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661940bda8321356.jpg,2024-04-12 16:52:07+03:00,ensonhaber
NASA tarihinde bir ilk: Japon astronot Ay'a gidiyor,"Üst düzey bir ABD yetkilisine göre, ABD ve Japonya, bir Japon astronotu 2026 yılında gerçekleştirilmesi planlanan Artemis misyonu ile Ay'a göndermeyi planlıyor.",https://www.ensonhaber.com/teknoloji/nasa-tarihinde-bir-ilk-japon-astronot-aya-gidiyor,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6618e3a9e38f0263.jpg,2024-04-12 16:49:59+03:00,ensonhaber
"Cumhurbaşkanı Erdoğan, Filistinli mevkidaşı Mahmud Abbas'la görüştü","Cumhurbaşkanı Erdoğan, Filistin Devlet Başkanı Mahmud Abbas ile telefonda görüştü. Erdoğan, görüşmede, İsrail'in barbarca saldırıları karşısında dik durmaya devam edeceklerinin altını çizdi.",https://www.ensonhaber.com/gundem/cumhurbaskani-erdogan-filistinli-mevkidasi-mahmud-abbasla-gorustu,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661938247dcbf234.jpg,2024-04-12 16:43:45+03:00,ensonhaber
MHP'de yeni MYK pazartesi günü toplanacak,Milliyetçi Hareket Partisi'nin 14'üncü Olağan Büyük Kurultayı'nda seçilen Merkez Yönetim Kurulu ve Merkez Disiplin Kurulu ilk toplantısını pazartesi günü yapacak.,https://www.ensonhaber.com/gundem/mhpde-yeni-myk-pazartesi-gunu-toplanacak,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/66193a0593fca934.jpg,2024-04-12 16:41:33+03:00,ensonhaber
Fahrettin Koca: 112 Acil Sağlık ekipleri bayramda 13 binden fazla yaralıya müdahale etti,"Sağlık Bakanı Koca, Ramazan Bayramı sırasında 112 Acil Sağlık ekiplerince gerçekleştirilen faaliyetlere ait bilgi paylaştı.",https://www.ensonhaber.com/saglik/fahrettin-koca-112-acil-saglik-ekipleri-bayramda-13-binden-fazla-yaraliya-mudahale-etti,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661936c3db01c947.jpg,2024-04-12 16:39:23+03:00,ensonhaber
Çorum'da hafif ticari araç ve otomobil çarpıştı: 5 yaralı,Alaca ilçesinde hafif ticari araç ve otomobilin çarpışması sonucu meydana gelen trafik kazasında 5 kişi yaralandı. Kazayla ilgili olarak başlatılan soruşturma sürdüğü bildirildi.,https://www.ensonhaber.com/3-sayfa/corumda-hafif-ticari-arac-ve-otomobil-carpisti-5-yarali,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/661938fba3ea3385.jpg,2024-04-12 16:37:02+03:00,ensonhaber
Norveç: Filistin devletini ve BM’deki yerini tanımaya hazırız,"Norveç Başbakanı Jonas Gahr Store, Filistin devletini ve BM'deki yerini tanımaya hazır olduklarını, bu konuda İspanya'yı da desteklediklerini belirtti.",https://www.ensonhaber.com/dunya/norvec-filistin-devletini-ve-bmdeki-yerini-tanimaya-haziriz,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6619375708990136.jpg,2024-04-12 16:36:56+03:00,ensonhaber
"CHP Genel Başkanı Özel, İsrail'in TRT ekibine saldırısına tepki gösterdi","Özgür Özel, TRT ekibine geçmiş olsun dileklerini iletti. Özel, İsrail'in gazetecileri hedef almasını lanetliyorum dedi.",https://www.ensonhaber.com/gundem/chp-genel-baskani-ozel-israilin-trt-ekibine-saldirisina-tepki-gosterdi,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6619363290f35548.jpg,2024-04-12 16:32:22+03:00,ensonhaber
Şans değil! Biberin acı olduğunu şefler böyle anlıyormuş...,Usta şefler biberin acı olup olmadığını anlama tüyosunu öğrendik! Meğer çok basitmiş...,https://www.ensonhaber.com/bilgi/sans-degil-biberin-aci-oldugunu-sefler-boyle-anliyormus,https://icdn.ensonhaber.com/crop/1200x675/resimler/diger/kok/2024/04/12/6618ecc0bcaed310.jpg,2024-04-12 16:32:08+03:00,ensonhaber
